description,taxonomy_agg_key,source_review_id,reviewer_id,reviewer_name,review_score,master_product_id,content,processed_content,source_product_id,source_id
"Grange is the most famous of all Australian wines. From humble beginnings in the early 1950's to the icon it has become today, Penfolds Grange is engrained into the wine psyche of wine lovers across the world. A classic growing season in South Australia g",[],2704325,-1,Dan Murphy's Wine Panel,93,4332730,"Classic grapefruit and white stone fruits meld with the signature Reserve Bin aromatics of wet stones, oyster shell and gun flint. Tight-as-a-drum acidity on the palate, the fruit is complex yet restrained, with layers of texture and underlying power.",,2673601,12
"St Henri was developed in the mid 1950s by John Davoren, a contemporary of Max Schubert, who set out to create a wine which captured the richness of ripe Shiraz without oak influence and had the capacity to support extended cellaring. The St Henri style i",[],2704325,-1,Dan Murphy's Wine Panel,93,4332730,"Classic grapefruit and white stone fruits meld with the signature Reserve Bin aromatics of wet stones, oyster shell and gun flint. Tight-as-a-drum acidity on the palate, the fruit is complex yet restrained, with layers of texture and underlying power.",,2673601,12
"Created back in 1962, the Bin 128 showcases the unique climate and growing conditions of one of Australia's benchmark cool-climate regions, Coonawarra. Since 1980, Bin 128 has been entirely matured in French oak which assists the wine to highlight all the",[],2704325,-1,Dan Murphy's Wine Panel,93,4332730,"Classic grapefruit and white stone fruits meld with the signature Reserve Bin aromatics of wet stones, oyster shell and gun flint. Tight-as-a-drum acidity on the palate, the fruit is complex yet restrained, with layers of texture and underlying power.",,2673601,12
"Penfolds Grange is a 60  year instituation. A recent addition to the world of fine wine, Grange is the most famous of all Australian wines. From humble beginnings in the early 1950's to the icon it has become today, Penfolds Grange is engrained into the w",[],2704325,-1,Dan Murphy's Wine Panel,93,4332730,"Classic grapefruit and white stone fruits meld with the signature Reserve Bin aromatics of wet stones, oyster shell and gun flint. Tight-as-a-drum acidity on the palate, the fruit is complex yet restrained, with layers of texture and underlying power.",,2673601,12
"First made in 1959, Penfold Bin 28 Shiraz is named after the famous Barossa Vally Kalimna Vineyard, which was purchased by Penfolds in 1945. This Shiraz offers generously flavoured, warm-climate Australian Shiraz. Showcasing the ripeness and robust of gra",[],2704325,-1,Dan Murphy's Wine Panel,93,4332730,"Classic grapefruit and white stone fruits meld with the signature Reserve Bin aromatics of wet stones, oyster shell and gun flint. Tight-as-a-drum acidity on the palate, the fruit is complex yet restrained, with layers of texture and underlying power.",,2673601,12
"One of the rare Penfolds wines that is 100% single-regional, the Reserve Bin A Chardonnay is sourced from super premium sites in the Adelaide Hills resulting in a fresh, mineral style that lies at the forefront of the modern Chardonnay style. A wine that",[],2704325,-1,Dan Murphy's Wine Panel,93,4332730,"Classic grapefruit and white stone fruits meld with the signature Reserve Bin aromatics of wet stones, oyster shell and gun flint. Tight-as-a-drum acidity on the palate, the fruit is complex yet restrained, with layers of texture and underlying power.",,2673601,12
"Penfolds Grange is the original and most powerful expression of the multi-vineyard, multi-district blending philosophy. It is one of the most celebrated Australian wines national and internationally and is officially listed as a Heritage Icon of South Aus",[],2704325,-1,Dan Murphy's Wine Panel,93,4332730,"Classic grapefruit and white stone fruits meld with the signature Reserve Bin aromatics of wet stones, oyster shell and gun flint. Tight-as-a-drum acidity on the palate, the fruit is complex yet restrained, with layers of texture and underlying power.",,2673601,12
"First made in 1959, Penfolds Kalimna Shiraz is an icon in the field of warm-climate Shiraz. Always ripe, robust and generously flavoured. The Bin 28 is named after the Kalimna vineyard that was purchased back in 1945 and from which the original fruit was",[],2704325,-1,Dan Murphy's Wine Panel,93,4332730,"Classic grapefruit and white stone fruits meld with the signature Reserve Bin aromatics of wet stones, oyster shell and gun flint. Tight-as-a-drum acidity on the palate, the fruit is complex yet restrained, with layers of texture and underlying power.",,2673601,12
"Penfolds Yattarna Chardonnay 2013 displays an initial bouquet of slate and wet stone, with nuances of lightly roasted almonds. Subtle hints of citrus, shrouded by nectarine and nashi pear fruits. On the palate, a spiced multi-citrus compote with a very de",[],2704325,-1,Dan Murphy's Wine Panel,93,4332730,"Classic grapefruit and white stone fruits meld with the signature Reserve Bin aromatics of wet stones, oyster shell and gun flint. Tight-as-a-drum acidity on the palate, the fruit is complex yet restrained, with layers of texture and underlying power.",,2673601,12
"The Penfolds Bin 150 Marananga Shiraz is a relatively new addition to the Penfolds stable, sourced from the Barossan sub-district, Marananga. Simply a revelation, this 2013 vintage is an inky, black beast in the glass with lashings of dark chocolate and c",[],2704325,-1,Dan Murphy's Wine Panel,93,4332730,"Classic grapefruit and white stone fruits meld with the signature Reserve Bin aromatics of wet stones, oyster shell and gun flint. Tight-as-a-drum acidity on the palate, the fruit is complex yet restrained, with layers of texture and underlying power.",,2673601,12
"Instantly recognisable as the trademark Eden Valley Riesling, Penfolds began releasing the Bin 51 Riesling in the 1990s as part of the evolving white wine development program. It has forefront citrus, such as fresh green lime and lime zest with white flow",[],2704325,-1,Dan Murphy's Wine Panel,93,4332730,"Classic grapefruit and white stone fruits meld with the signature Reserve Bin aromatics of wet stones, oyster shell and gun flint. Tight-as-a-drum acidity on the palate, the fruit is complex yet restrained, with layers of texture and underlying power.",,2673601,12
"After several years of trialing, the first ever vintage of Penfolds RWT Barossa Valley Shiraz was released in 1997. Ever since then the popularity of this wine increased and became one of the iconic red wines representing the true blue taste of Australia.",[],2704325,-1,Dan Murphy's Wine Panel,93,4332730,"Classic grapefruit and white stone fruits meld with the signature Reserve Bin aromatics of wet stones, oyster shell and gun flint. Tight-as-a-drum acidity on the palate, the fruit is complex yet restrained, with layers of texture and underlying power.",,2673601,12
"Penfolds Bin 23 Adelaide Hills Pinot Noir is named after the maturation Cellar 23 at Magill Estate. The Pinot Noir is a bold, new addition to the Bin collection and promises to be a dynamic member of the Bin family. 2014 Vintage is reflecting its evolving",[],2704325,-1,Dan Murphy's Wine Panel,93,4332730,"Classic grapefruit and white stone fruits meld with the signature Reserve Bin aromatics of wet stones, oyster shell and gun flint. Tight-as-a-drum acidity on the palate, the fruit is complex yet restrained, with layers of texture and underlying power.",,2673601,12
"Since the early 90's, Penfolds have been producing Chardonnay from the cool climate region of Tumbarumba. This 2014 vintage Chardonnay is elegant with white florals, stone fruits and a great acidity structure. Maturation in French Oak gives the Bin 311 a",[],2704325,-1,Dan Murphy's Wine Panel,93,4332730,"Classic grapefruit and white stone fruits meld with the signature Reserve Bin aromatics of wet stones, oyster shell and gun flint. Tight-as-a-drum acidity on the palate, the fruit is complex yet restrained, with layers of texture and underlying power.",,2673601,12
"The single-vineyard Magill Estate Shiraz is intrinsically linked to Penfolds beginnings. Sourced from the original Magill vineyard on the edge of Adelaide s eastern suburbs. A beautiful bouquet of chocolate mousse, custard and blackberry give complexity t",[],2704325,-1,Dan Murphy's Wine Panel,93,4332730,"Classic grapefruit and white stone fruits meld with the signature Reserve Bin aromatics of wet stones, oyster shell and gun flint. Tight-as-a-drum acidity on the palate, the fruit is complex yet restrained, with layers of texture and underlying power.",,2673601,12
"Penfolds Bin 95 Grange Shiraz, or Grange as it's known to most, is Australian wine royalty. The equal of any 1st Growth or Grand Cru. The architect of the modern Australian wine industry, Max Schubert, first created his masterpiece back in 1951 and releas",[],2704325,-1,Dan Murphy's Wine Panel,93,4332730,"Classic grapefruit and white stone fruits meld with the signature Reserve Bin aromatics of wet stones, oyster shell and gun flint. Tight-as-a-drum acidity on the palate, the fruit is complex yet restrained, with layers of texture and underlying power.",,2673601,12
"Penfolds Bin 95 Grange Shiraz, or Grange as it's known to most, is Australian wine royalty. The equal of any 1st Growth or Grand Cru. The architect of the modern Australian wine industry, Max Schubert, first created his masterpiece back in 1951 and releas",[],2704325,-1,Dan Murphy's Wine Panel,93,4332730,"Classic grapefruit and white stone fruits meld with the signature Reserve Bin aromatics of wet stones, oyster shell and gun flint. Tight-as-a-drum acidity on the palate, the fruit is complex yet restrained, with layers of texture and underlying power.",,2673601,12
"Dense aromas of ripe wild berry fruit, spice and pepper on the nose; The rich palate of this Bird in Hand Shiraz shows dark berry, chocolate, white pepper and aniseed accompanied by savoury oak in a long lingering finish. A worthy red wine to cellar or to",[],2704326,17,James Halliday,95,4332942,"Very good colour; made from a small parcel of wine with exceptional power and richness, says chief winemaker Kym Milne MW, and I don't disagree; it is at the extreme of the full-bodied spectrum of Adelaide Hills shiraz, but has the balance to repay the ex",,2673606,12
Perfumed explosive blackberry on the nose with liquorice spice and fruitcake. Full bodied and firm complex rich and balanced with just the right amount of oak - glorious!,[],2704327,-1,Dan Murphys Wine Panel,95,4206592,"Magnificent. Dark fruits and tannin definition. Dark plum, black pepper, fantastic oak. A wine that raises the volume though never dominates.",,2673611,12
"Widely regarded as Australia's premier dessert wine the Brown Brothers Patricia displays a wonderfully complex array of honey, orange marmalade and underlying citrus elements. A clear standout in its field.",[],2704328,17,James Halliday,94,4206596,"Full gold... This wine has become the number one trophy winner in mainland wine shows over recent years; abundant honey, toast, butter and citrus flavours.",,2673615,12
"Widely regarded as Australia's premier dessert wine the Brown Brothers Patricia displays a wonderfully complex array of honey, orange marmalade and underlying citrus elements. A clear standout in its field.",[],2704329,-1,Tyson Stelzer,95,4206596,"Brown Brothers Milawa vineyard has been producing botrytis wines for fifty years and it remains one of the best in the country, balancing unctuous richness with refreshingly tight acidity.",,2673615,12
"Mount Langi Billi Billi Shiraz is a rich and exciting Shiraz from one of Victoria's most respected Shiraz makers. Consistently rated as one of our customers favourite full-bodied red wines, the Mt Langi Billi Billi is quite phenomenal value for money and",[],2704330,-1,Dan Murphy's Wine Panel,94,4206597,"From the brillant 2012 vintage, this is a beautifully elegant release of Billi Billi Shiraz, showing plum and red berry fruit alongside typical ""Langi"" spiciness.",,2673616,12
"Mount Langi Billi Billi Shiraz is a rich and exciting Shiraz from one of Victoria's most respected Shiraz makers. Consistently rated as one of our customers favourite full-bodied red wines, the Mt Langi Billi Billi is quite phenomenal value for money and",[],2704331,-1,Ben Edwards,93,4206597,"...the palate is medium-bodied and focused, showing lovely depth and a lightness of touch that belies the modest price tag; brilliant everyday drinking.",,2673616,12
"Mount Langi Billi Billi Shiraz is a rich and exciting Shiraz from one of Victoria's most respected Shiraz makers. Consistently rated as one of our customers favourite full-bodied red wines, the Mt Langi Billi Billi is quite phenomenal value for money and",[],2704332,17,James Halliday,94,4206597,"Bright, clear red-purple; the scented and fragrant bouquet has a warm spice and pepper introduction to the fleshy red and black cherry fruit of the perfectly balanced medium-bodied palate; the quality of the wine comes through on the lingering finish and",,2673616,12
"Mount Langi Billi Billi Shiraz is a rich and exciting Shiraz from one of Victoria's most respected Shiraz makers. Consistently rated as one of our customers favourite full-bodied red wines, the Mt Langi Billi Billi is quite phenomenal value for money and",[],2704333,-1,Tyson Stelzer,91,4206597,"On the bargain trawl? Buy the lesser labels of the greatest makers. Baby Langi is made like its senior siblings, open fermented and matured in small barrels. This low-yielding vintage has produced a juicy quaffer packed with mixed spice, pepper and rich p",,2673616,12
"Complexity and intensity combine in this very drinkable style by the expert crew at Evans & Tate. The Metricup Road has an appeal which makes it difficult not to enjoy - especially when seafood, white meats and salads are nearby.",[],2704334,17,James Halliday,94,4206598,"The very essence of fresh, pungent and pristine Margaret River fruit handled with precision... a generously textured and linear palate, with depth and freshness in equal measure.",,2673617,12
"Complexity and intensity combine in this very drinkable style by the expert crew at Evans & Tate. The Metricup Road has an appeal which makes it difficult not to enjoy - especially when seafood, white meats and salads are nearby.",[],2704335,-1,Dan Murphy's Wine Panel,92,4206598,"Lemon zest and tropicals, offering a little more intensity than usual and setting this wine above many of its peers. Mouthfilling and begging for some grilled fish.",,2673617,12
The Brookland Valley winery in the Margaret River consistently produces great quality wines and their Cabernet Merlot blend is no exception. Wine maker Peter Dillon has yet again produced a classic Margaret River wine with aromas of plum pudding and a pal,[],2704336,-1,Dan Murphy's Wine Panel,95,4206599,"There are few brave enough to dispute that Margaret River is the leading region in Australia for this classic blend. Classic bay leaf, olive and cedar kept fresh by red and black fruits.",,2673618,12
This stunning Riesling from the West is all limes and citrus with great length and depth of flavour. The only problem with this wine is there is never enough to go around.,[],2704337,17,James Halliday,90,4206600,"Pale colour; ripe Meyer lemons are evident on the bouquet with a touch of coriander and straw; the palate is fleshy, generous and forward, and whilst the finish is dry and chalky, will offer its best drinking in its youth.",,2673619,12
This stunning Riesling from the West is all limes and citrus with great length and depth of flavour. The only problem with this wine is there is never enough to go around.,[],2704338,-1,Dan Murphy's Wine Panel,91,4206600,"Bright, very fresh citrus-dominated palate, pretty white flowers, almost sherbet-like acidity. Mouthwatering and totally more-ish, it's bone dry - extremely refreshing.",,2673619,12
This stunning Riesling from the West is all limes and citrus with great length and depth of flavour. The only problem with this wine is there is never enough to go around.,[],2704339,17,James Halliday,91,4206600,The wine has an emphatic finish and aftertaste that is bone dry yet very long. Will flourish in bottle for the few who bother to cellar it.,,2673619,12
"Traditional Margaret River producers, Evans & Tate have rebadged their premium range to pay homage to their history and location in the heart of the great Western Australian wine region. Their Cabernet Merlot has an alluring nose of plums and cedary spice",[],2704340,17,James Halliday,92,4206601,"Still finding its feet but attractive flavours of blackcurrant, chocolate and dried herbs suggest that time will be kind. Classic tannin structure cements the impression.",,2673620,12
"Traditional Margaret River producers, Evans & Tate have rebadged their premium range to pay homage to their history and location in the heart of the great Western Australian wine region. Their Cabernet Merlot has an alluring nose of plums and cedary spice",[],2704341,-1,Dan Murphy's Wine Panel,92,4206601,"This renowned blend of Cabernet Sauvignon and Merlot is crafted to show a refined, elegant style of dark-chocolate fruit and spice flavours.",,2673620,12
"Penfolds St Henri holds a special place in the hearts and minds of true Australian Shiraz lovers. Matured for 12 months in 50  year old seasoned oak vats, St Henri has a track record for cellaring the envy of most. An elegant and pure tannin structure is",[],2704342,-1,Andrew Caillard MW,95,4206603,"Deep colour. Lovely fresh blackberry, dark cherry, herb aromas with some liquorice, paneforte notes. Well concentrated blackberry, dark cherry, praline flavours, fine-grained touch chalky-al-dente tannins. Finishes firm and tight. Beautiful richness and v",,2673622,12
"Penfolds St Henri holds a special place in the hearts and minds of true Australian Shiraz lovers. Matured for 12 months in 50  year old seasoned oak vats, St Henri has a track record for cellaring the envy of most. An elegant and pure tannin structure is",[],2704343,-1,Neal Martin,95,4206603,"Peter Gago said that 90% of Barossa fruit was picked well before 3rd March before the heat wave. Still, it is patently more gregarious, outgoing and voluptuous than the 2007 with copious layers of black cherry, cassis, cedar and just a hint of fresh beetr",,2673622,12
"Penfolds St Henri holds a special place in the hearts and minds of true Australian Shiraz lovers. Matured for 12 months in 50  year old seasoned oak vats, St Henri has a track record for cellaring the envy of most. An elegant and pure tannin structure is",[],2704344,-1,Tyson Stelzer,95,4206603,"There is an immediacy to the vibrant and ripe fruit core of 2008 St Henri that makes it particularly enticing. The finest vintage since 2005 may prove to rank among the greats, certainly for the enjoyment it affords in the medium-term, even if it doesn't",,2673622,12
"Produced from one of Australia's premier Shiraz growing regions, McLaren Vale, comes Woodstock Shiraz. A big, richly flavoured Shiraz with spice and red berry fruit flavours. Sweet, ripe tannins and a complex acid structure gives the wine brilliant concen",[],2704345,17,James Halliday,94,4206607,"12 months maturation in small oak. Deep crimson-purple, it has an utterly seductive display of luscious black fruits, dark chocolate, licorice and ripe tannins all singing from the same line on the same page.",,2673626,12
Devil's Lair is one of Margaret River's most respected wineries. This superbly structured Chardonnay displays lingering flavours influenced by top quality French oak; a beautiful textured mouth feel and tight acidity.,[],2704346,-1,Dan Murphy's Wine Panel,95,4206608,"Length is its signature detail, but the flood of mid-palate flavour is a close second. Grapefruit, peach, citrus and fennel. Immediately impressive.",,2673627,12
Devil's Lair is one of Margaret River's most respected wineries. This superbly structured Chardonnay displays lingering flavours influenced by top quality French oak; a beautiful textured mouth feel and tight acidity.,[],2704347,17,James Halliday,94,4206608,"Right straw-green; a highly fragrant bouquet surges onto the elegant, pristine and detailed palate; whether it is too much so is debatable, specifically that 12.5% alcohol would have made a better wine. In the necessary absence of proof, I side with Olive",,2673627,12
Devil's Lair is one of Margaret River's most respected wineries. This superbly structured Chardonnay displays lingering flavours influenced by top quality French oak; a beautiful textured mouth feel and tight acidity.,[],2704348,-1,Dan Murphy's Wine Panel,94,4206608,"Amazing balance and finely constructed contemporary line. Integrated white nectarine, ruby grapefruit, ginger spice, effortless and as lengthy as a sunny midsummer's day. Ravishing.",,2673627,12
Devil's Lair is one of Margaret River's most respected wineries. This superbly structured Chardonnay displays lingering flavours influenced by top quality French oak; a beautiful textured mouth feel and tight acidity.,[],2704349,-1,Nick Stock,93,4206608,"... nutty oak and leesy complexity here too - terrific layering. The palate has juicy, fleshy shape and plenty of lemon-cream flavour. Finishes boldly.",,2673627,12
"The De Bortoli Windy Peak Chardonnay is vibrant yellow with green hues, shows fig-like fruit aromas with barrel ferment characters. The full flavoured palate of melon and fig has great mouth feel and texture.",[],2704350,-1,Tyson Stelzer,92,4206610,"...with a whip crack of acidity and a chalky mineral finish, this is a budget Chablis stand-in, with the vivacity to kick off proceedings right away Ã¢â‚¬â€œ and the stamina to cellar a few years, too. We all need a few bottles on standby.",,2673629,12
"The De Bortoli Windy Peak Chardonnay is vibrant yellow with green hues, shows fig-like fruit aromas with barrel ferment characters. The full flavoured palate of melon and fig has great mouth feel and texture.",[],2704351,-1,Ralph Kyte-Powell,0,4206610,"Made at De Bortoli's Victorian headquarters in the Yarra Valley, this chardonnay offers great value. The 2010 opens with delicate peach-and-melon fruit aromas. Oak influence is there mainly for its textural qualities, leaving a charming, light-to-medium-b",,2673629,12
"Coriole's Redstone is an elegant, savoury and spicy expression of McLaren Vale. Ready to enjoy now the palate is balanced and soft with cassis and blackberry flavours, nice tannins and subtle oak complexity.",[],2704352,-1,Gary Walsh,90,4332971,"Blueberry pie, blackberry and raspberry, earth, a bit of char and spice. It's full-bodied, but not overblown â€¦ firm furry tannin.",,2673635,12
"As always Rymill have produced a Shiraz of elegance, class and early drinkability. It's traditional spicy and blackcurrant flavours have been enhanced by ageing in predominantly French oak. Enjoy!",[],2704353,-1,Campbell Mattinson,90,4206618,"Rymill shiraz spends time maturing in both French and American oak - for nearly two years. It arguably shows too much oak on both the nose and in the mouth. It tastes of toast, vanilla, peppermint, coconut-cream and sweet, juicy plums. But it seems direct",,2673637,12
"From one of Margaret River's best and original producers, Vasse Felix comes this excellent Cabernet Merlot blend has great concentration of blackcurrant fruit with cedary oak and fine tannins - a style with elegance and finesse rather than power.",[],2704354,17,James Halliday,93,4206620,"...small red and black fruits on the bouquet withsome French oak is a quiet start, but the wine picksup the pace on the lengthy palate, ripe savourytannins adding another dimension.",,2673639,12
"From one of Margaret River's best and original producers, Vasse Felix comes this excellent Cabernet Merlot blend has great concentration of blackcurrant fruit with cedary oak and fine tannins - a style with elegance and finesse rather than power.",[],2704355,-1,Dan Murphy's Wine Panel,92,4206620,"",,2673639,12
"From one of Margaret River's best and original producers, Vasse Felix comes this excellent Cabernet Merlot blend has great concentration of blackcurrant fruit with cedary oak and fine tannins - a style with elegance and finesse rather than power.",[],2704356,-1,Tyson Stelzer,92,4206620,"The hits just keep on rolling out of Margaret River in 2009 and, my goodness, the bargains that can be had! Such varietal and regional precision has ne'er been found (for such a price). Violet perfume and a medium-bodied blackcurrant palate with superfine",,2673639,12
"From one of Margaret River's best and original producers, Vasse Felix comes this excellent Cabernet Merlot blend has great concentration of blackcurrant fruit with cedary oak and fine tannins - a style with elegance and finesse rather than power.",[],2704357,-1,Dan Murphy's Wine Panel,94,4206620,"Another supurb release from this Margaret River icon. The palate is sumptuous and generously structured with dense ripe dark fruits, cassis, bay leaf and cedar. Very smart drinking.",,2673639,12
Another classic Riesling from the Clare Valley! Lemon and lime with some floral notes on the nose are matched with long citrus flavours and crisp acidity. Enjoy young and fresh or with bottle age.,[],2704358,-1,Tyson Stelzer,93,4206621,"2013 is a tightly honed vintage for Knappstein, precise in its lemon zest and lime juice definition and granny smith apple crunch. Alluring notes of fennel and anise fill out a concentrated and persistent palate. An impressive riesling of medium-term pote",,2673640,12
Another classic Riesling from the Clare Valley! Lemon and lime with some floral notes on the nose are matched with long citrus flavours and crisp acidity. Enjoy young and fresh or with bottle age.,[],2704359,-1,Nick Stock,94,4206621,"...lovely, dense acidity, crunchy and even. Terrific flow and balance, great flavour depth here. ",,2673640,12
"Wolf Blass Red Label Premium Cuvée has had a long and distinguished history at major wine shows in the past, where this value-for-money sparkling shows qualities well above its station. Containing a depth and complexity with refreshingly dry characters of",[],2704360,-1,Tyson Stelzer,91,4206622,"Wolf Blass Red Label Chardonnay Pinot Noir Premium Cuvée NV is my Sparkling Wine of the Year under $20 because nothing else presents such balance and appeal at this price. All things considered, this would have to be the most important wine in this report",,2673641,12
Chapel Hill makes great value wines in the maritime climate of McLaren Vale. This Shiraz is a beauty. Dark berries and vanillin oak are evident in the bouquet with spice coming through on the palate.,[],2704361,17,James Halliday,95,4206627,"Open-fermented, basket-pressed. Good colour; takes a millisecond to establish its sense of place and variety; at the full end of medium-bodied, it has very good balance and texture, its luxuriant black fruits trimmed by bitter chocolate and ripe tannins;",,2673647,12
Chapel Hill makes great value wines in the maritime climate of McLaren Vale. This Shiraz is a beauty. Dark berries and vanillin oak are evident in the bouquet with spice coming through on the palate.,[],2704362,-1,Gary Walsh,91,4206627,"Toffee coated pecans, blackberry, lavender, dark ground spices. Full bodied, dark chocolate and sweet dark fruit, earthy grippy tannin and well managed acidity keep it tight and straight, finish is juicy and dark berried with that praline sweetness in the",,2673647,12
Chapel Hill makes great value wines in the maritime climate of McLaren Vale. This Shiraz is a beauty. Dark berries and vanillin oak are evident in the bouquet with spice coming through on the palate.,[],2704363,-1,Jeremy Pringle,90,4206627,Dark brambly fruits and quite a lot of mixed spice. A touch lighter in body than past releases with a mouthfeel that sits somewhere between silk and velvet.,,2673647,12
Chapel Hill makes great value wines in the maritime climate of McLaren Vale. This Shiraz is a beauty. Dark berries and vanillin oak are evident in the bouquet with spice coming through on the palate.,[],2704364,-1,Ben Edwards,94,4206627,"Dark colour, with a densely packed bouquet of black fruits, bitter chocolate, fruitcake and blackberry all in balance with well-handled oak; the palate is concentrated and fresh, medium-bodied and generous; approachable as a young wine, with plenty of tim",,2673647,12
Grant Burge's name is synonymous with the Barossa Valley due to this industry veteran's history of producing a wide range of consistently acclaimed full-flavoured wines. His Holy Trinity is bright and vibrant with the Grenache fruit having precision acidi,[],2704365,-1,Dan Murphy's Wine Panel,94,4206629,"Spicy developed fruit aromas; a touch extracted Soft, fruity palate - some sweet chocolate-like flavours and nice drying tannins. Density, power, finishing long and effortless.",,2673649,12
Produced from 40 year old vines in the Clare Valley's renowned Watervale district this superb Riesling shows vibrant citrus fruit on the nose with deep minerally flavours and a crisp lingering finish.,[],2704366,-1,Dan Murphy's Wine Panel,93,4206630,"A true benchmark of Australian Riesling; focussed, intense, powerful and refined. A wine of the utmost class, a supreme example of Watervale.",,2673650,12
Produced from 40 year old vines in the Clare Valley's renowned Watervale district this superb Riesling shows vibrant citrus fruit on the nose with deep minerally flavours and a crisp lingering finish.,[],2704367,-1,Dan Murphy's Wine Panel,95,4206630,"Bang-on form, actually even better, pure as the driven snow, with classic Clare lime, bath talc and white flowers.",,2673650,12
"One of the very best Chardonnays doing the rounds from McLaren Vale due to its lighter, slightly austere nature. Citrus melon and fruit-salad aromas give this Chapel Hill Chardonnay an attractive lifted bouquet and the palate is flavoursome fresh and live",[],2704368,-1,Ralph Kyte-Powell,0,4206631,"Now the wine has a smidgeon of oak, but it's well-hidden. It's all about succulent peach and fruit salad characters, lightish medium body, easy texture, dry finish. A likeable, unfussed blend.",,2673651,12
"Seppelt Original Sparkling Shiraz Vintage has a nose that displays ripe refined Shiraz aromas with raspberry, cherry and spice supported by subtle oak. The palate is richly flavoured and velvety with soft effervescence and fine tannins. A classic sparklin",[],2704369,-1,Campbell Mattinson,93,4206632,"An elegant, medium-bodied feel contrasts with deep black plum and black cherry fruit, framed in finely structured tannins and dark chocolate oak that promise medium-term potential.",,2673652,12
"Seppelt Original Sparkling Shiraz Vintage has a nose that displays ripe refined Shiraz aromas with raspberry, cherry and spice supported by subtle oak. The palate is richly flavoured and velvety with soft effervescence and fine tannins. A classic sparklin",[],2704370,17,James Halliday,93,4206632,"While the regional origin of the grapes aren't specified, it is likely that most come from Central Victoria. The wine is layered with rich, dark fruits of plum and black cherry; it has the broadest possible appeal, the tannins on the finish providing text",,2673652,12
"Seppelt Original Sparkling Shiraz Vintage has a nose that displays ripe refined Shiraz aromas with raspberry, cherry and spice supported by subtle oak. The palate is richly flavoured and velvety with soft effervescence and fine tannins. A classic sparklin",[],2704371,-1,Campbell Mattinson,90,4206632,"Clean, fruit-driven and generous. Lives right up to expectations. Plums, kirsch, fleshy and ripe. Simple now but soft and fresh and well-powered. Slips down very easily. Will be better again in a couple of years but drinks like a berry-filled charm now.",,2673652,12
"Seppelt Original Sparkling Shiraz Vintage has a nose that displays ripe refined Shiraz aromas with raspberry, cherry and spice supported by subtle oak. The palate is richly flavoured and velvety with soft effervescence and fine tannins. A classic sparklin",[],2704372,17,James Halliday,92,4206632,"Pure, clean and fruity. Rum n' raisin, plums, chocolate and rounds of spice. It's smooth, fine, ripe and rich. We reckon this might be the best release to-date. Absolutely delicious with Peking Duck pancakes and BBQ sweet-glazed pork spare ribs.",,2673652,12
"This is one of the finest Chardonnays produced in Australia. Sourced from vineyards in the High Eden, Mountadam's Chardonnay expresses fruit of peach, nectarine and nashi pear with undertones of spice and nutmeg. A true Chardonnay lovers delight.",[],2704373,-1,Dan Murphy's Wine Panel,93,4206633,"Toasted citrus and finely threaded cashew, withan understated power that has done well in awet vintage. Very enjoyable, and much preferredover the others tasted on the day. A benchmarkMountadam that will age well, but also rewarddrinking anytime.",,2673653,12
"This is one of the finest Chardonnays produced in Australia. Sourced from vineyards in the High Eden, Mountadam's Chardonnay expresses fruit of peach, nectarine and nashi pear with undertones of spice and nutmeg. A true Chardonnay lovers delight.",[],2704374,-1,Campbell Mattinson,94,4206633,"Famous vineyard. Planted in 1972 at 550 metres above sea level  on a unique rocky escarpment . Beautiful part of the high Eden Valley. There aren't too many 40 year old chardonnay vineyards in Australia, much less in South Australia. Richly scented, power",,2673653,12
"This is one of the finest Chardonnays produced in Australia. Sourced from vineyards in the High Eden, Mountadam's Chardonnay expresses fruit of peach, nectarine and nashi pear with undertones of spice and nutmeg. A true Chardonnay lovers delight.",[],2704375,-1,Tony Love,0,4206633,Recently judged by three of Britain s top palates as the best of Australia s chardonnays& exuding the most subtle of barrel treatment and a light line of citrus,,2673653,12
"This is one of the finest Chardonnays produced in Australia. Sourced from vineyards in the High Eden, Mountadam's Chardonnay expresses fruit of peach, nectarine and nashi pear with undertones of spice and nutmeg. A true Chardonnay lovers delight.",[],2704376,-1,Dan Murphy's Wine Panel,94,4206633,"Great modern AUS Chardonnay. Flinty and minerally with light toasted cashew, ready to unwind and delight as it warms in the glass.",,2673653,12
Voyager Estate in the Margaret River seem to have a mortgage on this style! An attractive herbal edge on the nose is supported by a lemony/minerally palate with terrific acid and length.,[],2704377,-1,Gary Walsh,93,4206637,"Ripe passionfruit and lime, sweet grass and capsicum, some vanila and fennel. Crisp but with a touch of cream and spice - it's juicy and not too green with just the right amount of herbal seasoning. Crisp finish. Very good to drink, around about now.",,2673657,12
"Voyager Estate has quickly earned itself a seat at the head of the table in Australia when it comes to elegant, and classic Cabernet. Appealing aromas of ripe blackcurrant chocolate and that distinctive Margaret River forest floor character. The palate is",[],2704378,17,James Halliday,96,4206638,"Deep garnet; a complex array of aromas from cedar, cassis, cigar box and a touch of leafy interest; the palate is full bodied, fine and poised with polished tannins and fruit, working seamlessly together; the length of flavour is nothing short of staggeri",,2673658,12
